Year,Sex,Age_Group,Education_Level,State,Number_Individuals
2022,Female,35-44,High school graduate (includes equivalency),Texas,408636
2022,Female,35-44,"Some college, no degree",Texas,402178
2022,Female,35-44,Associate's degree,Texas,178048
2022,Female,35-44,Bachelor's degree,Texas,522564
2022,Female,35-44,Graduate or professional degree,Texas,345541
2022,Female,45-64,Less than 9th grade,Texas,278241
2022,Female,45-64,"9th to 12th grade, no diploma",Texas,245125
2022,Female,45-64,High school graduate (includes equivalency),Texas,797612
2022,Female,45-64,"Some college, no degree",Texas,704402
2022,Female,45-64,Associate's degree,Texas,304519
2022,Female,45-64,Bachelor's degree,Texas,755020
2022,Female,45-64,Graduate or professional degree,Texas,420375
2022,Female,65 and older,Less than 9th grade,Texas,240466
2022,Female,65 and older,"9th to 12th grade, no diploma",Texas,150495
2022,Female,65 and older,High school graduate (includes equivalency),Texas,623226
2022,Female,65 and older,"Some college, no degree",Texas,480843
2022,Female,65 and older,Associate's degree,Texas,144198
2022,Female,65 and older,Bachelor's degree,Texas,359901
2022,Female,65 and older,Graduate or professional degree,Texas,220838
2023,Male,18-24,Less than 9th grade,Texas,42704
2023,Male,18-24,"9th to 12th grade, no diploma",Texas,183774
2023,Male,18-24,High school graduate (includes equivalency),Texas,611109
2023,Male,18-24,"Some college, no degree",Texas,444342
2023,Male,18-24,Associate's degree,Texas,85774
2023,Male,18-24,Bachelor's degree,Texas,132087
2023,Male,18-24,Graduate or professional degree,Texas,11022
2023,Male,25-34,Less than 9th grade,Texas,84212
2023,Male,25-34,"9th to 12th grade, no diploma",Texas,135780
2023,Male,25-34,High school graduate (includes equivalency),Texas,625810
2023,Male,25-34,"Some college, no degree",Texas,475138
2023,Male,25-34,Associate's degree,Texas,184095
2023,Male,25-34,Bachelor's degree,Texas,510705
2023,Male,25-34,Graduate or professional degree,Texas,201376
2023,Male,35-44,Less than 9th grade,Texas,143433
2023,Male,35-44,"9th to 12th grade, no diploma",Texas,162755
2023,Male,35-44,High school graduate (includes equivalency),Texas,552568
2023,Male,35-44,"Some college, no degree",Texas,408402
2023,Male,35-44,Associate's degree,Texas,163384
2023,Male,35-44,Bachelor's degree,Texas,486894
2023,Male,35-44,Graduate or professional degree,Texas,293445
2023,Male,45-64,Less than 9th grade,Texas,306635
2023,Male,45-64,"9th to 12th grade, no diploma",Texas,283912
2023,Male,45-64,High school graduate (includes equivalency),Texas,881781
2023,Male,45-64,"Some college, no degree",Texas,662206
2023,Male,45-64,Associate's degree,Texas,259712
2023,Male,45-64,Bachelor's degree,Texas,686708
2023,Male,45-64,Graduate or professional degree,Texas,441275
2023,Male,65 and older,Less than 9th grade,Texas,188388
2023,Male,65 and older,"9th to 12th grade, no diploma",Texas,117402
2023,Male,65 and older,High school graduate (includes equivalency),Texas,429182
2023,Male,65 and older,"Some college, no degree",Texas,391137
2023,Male,65 and older,Associate's degree,Texas,121058
2023,Male,65 and older,Bachelor's degree,Texas,372289
2023,Male,65 and older,Graduate or professional degree,Texas,277676
2023,Female,18-24,Less than 9th grade,Texas,27070
2023,Female,18-24,"9th to 12th grade, no diploma",Texas,131626
2023,Female,18-24,High school graduate (includes equivalency),Texas,489155
2023,Female,18-24,"Some college, no degree",Texas,474214
2023,Female,18-24,Associate's degree,Texas,111852
2023,Female,18-24,Bachelor's degree,Texas,172784
2023,Female,18-24,Graduate or professional degree,Texas,16084
2023,Female,25-34,Less than 9th grade,Texas,55892
2023,Female,25-34,"9th to 12th grade, no diploma",Texas,98910
2023,Female,25-34,High school graduate (includes equivalency),Texas,486959
2023,Female,25-34,"Some college, no degree",Texas,431515
2023,Female,25-34,Associate's degree,Texas,209353
2023,Female,25-34,Bachelor's degree,Texas,609784
2023,Female,25-34,Graduate or professional degree,Texas,270923
2023,Female,35-44,Less than 9th grade,Texas,104974
2023,Female,35-44,"9th to 12th grade, no diploma",Texas,122907
2023,Female,35-44,High school graduate (includes equivalency),Texas,430250
2023,Female,35-44,"Some college, no degree",Texas,404615
2023,Female,35-44,Associate's degree,Texas,192986
2023,Female,35-44,Bachelor's degree,Texas,532489
2023,Female,35-44,Graduate or professional degree,Texas,352181
2023,Female,45-64,Less than 9th grade,Texas,286174
2023,Female,45-64,"9th to 12th grade, no diploma",Texas,253435
2023,Female,45-64,High school graduate (includes equivalency),Texas,813738
2023,Female,45-64,"Some college, no degree",Texas,706795
2023,Female,45-64,Associate's degree,Texas,316194
2023,Female,45-64,Bachelor's degree,Texas,746723
2023,Female,45-64,Graduate or professional degree,Texas,457434
2023,Female,65 and older,Less than 9th grade,Texas,246212
2023,Female,65 and older,"9th to 12th grade, no diploma",Texas,145520
2023,Female,65 and older,High school graduate (includes equivalency),Texas,632457
2023,Female,65 and older,"Some college, no degree",Texas,488949
2023,Female,65 and older,Associate's degree,Texas,166216
2023,Female,65 and older,Bachelor's degree,Texas,379274
2023,Female,65 and older,Graduate or professional degree,Texas,239230
2018,Male,18-24,Less than 9th grade,Utah,2654
2018,Male,18-24,"9th to 12th grade, no diploma",Utah,21893
2018,Male,18-24,High school graduate (includes equivalency),Utah,62906
2018,Male,18-24,"Some college, no degree",Utah,76551
2018,Male,18-24,Associate's degree,Utah,10224
2018,Male,18-24,Bachelor's degree,Utah,7601
2018,Male,18-24,Graduate or professional degree,Utah,1278
2018,Male,25-34,Less than 9th grade,Utah,3821
2018,Male,25-34,"9th to 12th grade, no diploma",Utah,13102
2018,Male,25-34,High school graduate (includes equivalency),Utah,57515
2018,Male,25-34,"Some college, no degree",Utah,62797
2018,Male,25-34,Associate's degree,Utah,25185
2018,Male,25-34,Bachelor's degree,Utah,53341
2018,Male,25-34,Graduate or professional degree,Utah,20324
2018,Male,35-44,Less than 9th grade,Utah,6455
2018,Male,35-44,"9th to 12th grade, no diploma",Utah,14629
2018,Male,35-44,High school graduate (includes equivalency),Utah,45650
2018,Male,35-44,"Some college, no degree",Utah,45294
2018,Male,35-44,Associate's degree,Utah,22856
2018,Male,35-44,Bachelor's degree,Utah,54304
2018,Male,35-44,Graduate or professional degree,Utah,34384
2018,Male,45-64,Less than 9th grade,Utah,7545
2018,Male,45-64,"9th to 12th grade, no diploma",Utah,16708
2018,Male,45-64,High school graduate (includes equivalency),Utah,67831
2018,Male,45-64,"Some college, no degree",Utah,80006
2018,Male,45-64,Associate's degree,Utah,24532
2018,Male,45-64,Bachelor's degree,Utah,63802
2018,Male,45-64,Graduate or professional degree,Utah,46648
2018,Male,65 and older,Less than 9th grade,Utah,4997
2018,Male,65 and older,"9th to 12th grade, no diploma",Utah,6526
2018,Male,65 and older,High school graduate (includes equivalency),Utah,33455
2018,Male,65 and older,"Some college, no degree",Utah,39738
2018,Male,65 and older,Associate's degree,Utah,11776
2018,Male,65 and older,Bachelor's degree,Utah,34489
2018,Male,65 and older,Graduate or professional degree,Utah,33087
2018,Female,18-24,Less than 9th grade,Utah,891
2018,Female,18-24,"9th to 12th grade, no diploma",Utah,15311
2018,Female,18-24,High school graduate (includes equivalency),Utah,47919
2018,Female,18-24,"Some college, no degree",Utah,75172
2018,Female,18-24,Associate's degree,Utah,18510
2018,Female,18-24,Bachelor's degree,Utah,16073
2018,Female,18-24,Graduate or professional degree,Utah,389
2018,Female,25-34,Less than 9th grade,Utah,5023
2018,Female,25-34,"9th to 12th grade, no diploma",Utah,10063
2018,Female,25-34,High school graduate (includes equivalency),Utah,46676
2018,Female,25-34,"Some college, no degree",Utah,50428
2018,Female,25-34,Associate's degree,Utah,30564
2018,Female,25-34,Bachelor's degree,Utah,65684
2018,Female,25-34,Graduate or professional degree,Utah,18821
2018,Female,35-44,Less than 9th grade,Utah,5409
2018,Female,35-44,"9th to 12th grade, no diploma",Utah,9940
2018,Female,35-44,High school graduate (includes equivalency),Utah,45909
2018,Female,35-44,"Some college, no degree",Utah,48595
2018,Female,35-44,Associate's degree,Utah,25503
2018,Female,35-44,Bachelor's degree,Utah,57520
2018,Female,35-44,Graduate or professional degree,Utah,21505
2018,Female,45-64,Less than 9th grade,Utah,8739
2018,Female,45-64,"9th to 12th grade, no diploma",Utah,13864
2018,Female,45-64,High school graduate (includes equivalency),Utah,73412
2018,Female,45-64,"Some college, no degree",Utah,82063
2018,Female,45-64,Associate's degree,Utah,35711
2018,Female,45-64,Bachelor's degree,Utah,65966
2018,Female,45-64,Graduate or professional degree,Utah,32481
2018,Female,65 and older,Less than 9th grade,Utah,5372
2018,Female,65 and older,"9th to 12th grade, no diploma",Utah,9889
2018,Female,65 and older,High school graduate (includes equivalency),Utah,52959
2018,Female,65 and older,"Some college, no degree",Utah,53239
2018,Female,65 and older,Associate's degree,Utah,15681
2018,Female,65 and older,Bachelor's degree,Utah,32455
2018,Female,65 and older,Graduate or professional degree,Utah,17634
2019,Male,18-24,Less than 9th grade,Utah,779
2019,Male,18-24,"9th to 12th grade, no diploma",Utah,21921
2019,Male,18-24,High school graduate (includes equivalency),Utah,67924
2019,Male,18-24,"Some college, no degree",Utah,77258
2019,Male,18-24,Associate's degree,Utah,10871
2019,Male,18-24,Bachelor's degree,Utah,6362
2019,Male,18-24,Graduate or professional degree,Utah,171
2019,Male,25-34,Less than 9th grade,Utah,2998
2019,Male,25-34,"9th to 12th grade, no diploma",Utah,10488
2019,Male,25-34,High school graduate (includes equivalency),Utah,62011
2019,Male,25-34,"Some college, no degree",Utah,63285
2019,Male,25-34,Associate's degree,Utah,20842
2019,Male,25-34,Bachelor's degree,Utah,62412
2019,Male,25-34,Graduate or professional degree,Utah,16570
2019,Male,35-44,Less than 9th grade,Utah,4725
2019,Male,35-44,"9th to 12th grade, no diploma",Utah,11173
2019,Male,35-44,High school graduate (includes equivalency),Utah,52210
2019,Male,35-44,"Some college, no degree",Utah,50432
2019,Male,35-44,Associate's degree,Utah,19951
2019,Male,35-44,Bachelor's degree,Utah,53921
2019,Male,35-44,Graduate or professional degree,Utah,33937
2019,Male,45-64,Less than 9th grade,Utah,11067
2019,Male,45-64,"9th to 12th grade, no diploma",Utah,17478
2019,Male,45-64,High school graduate (includes equivalency),Utah,70604
2019,Male,45-64,"Some college, no degree",Utah,72090
2019,Male,45-64,Associate's degree,Utah,27162
2019,Male,45-64,Bachelor's degree,Utah,67188
2019,Male,45-64,Graduate or professional degree,Utah,47693
2019,Male,65 and older,Less than 9th grade,Utah,5374
2019,Male,65 and older,"9th to 12th grade, no diploma",Utah,5641
2019,Male,65 and older,High school graduate (includes equivalency),Utah,31754
2019,Male,65 and older,"Some college, no degree",Utah,46326
2019,Male,65 and older,Associate's degree,Utah,13155
2019,Male,65 and older,Bachelor's degree,Utah,38637
2019,Male,65 and older,Graduate or professional degree,Utah,29919
2019,Female,18-24,Less than 9th grade,Utah,1273
2019,Female,18-24,"9th to 12th grade, no diploma",Utah,14918
2019,Female,18-24,High school graduate (includes equivalency),Utah,52117
2019,Female,18-24,"Some college, no degree",Utah,73452
2019,Female,18-24,Associate's degree,Utah,17892
2019,Female,18-24,Bachelor's degree,Utah,18253
2019,Female,18-24,Graduate or professional degree,Utah,867
2019,Female,25-34,Less than 9th grade,Utah,2458
2019,Female,25-34,"9th to 12th grade, no diploma",Utah,11214
2019,Female,25-34,High school graduate (includes equivalency),Utah,50090
2019,Female,25-34,"Some college, no degree",Utah,57577
2019,Female,25-34,Associate's degree,Utah,26004
2019,Female,25-34,Bachelor's degree,Utah,68396
2019,Female,25-34,Graduate or professional degree,Utah,17808
2019,Female,35-44,Less than 9th grade,Utah,4082
2019,Female,35-44,"9th to 12th grade, no diploma",Utah,7585
2019,Female,35-44,High school graduate (includes equivalency),Utah,42289
2019,Female,35-44,"Some college, no degree",Utah,54366
2019,Female,35-44,Associate's degree,Utah,27622
2019,Female,35-44,Bachelor's degree,Utah,59432
2019,Female,35-44,Graduate or professional degree,Utah,21967
2019,Female,45-64,Less than 9th grade,Utah,9883
2019,Female,45-64,"9th to 12th grade, no diploma",Utah,14442
2019,Female,45-64,High school graduate (includes equivalency),Utah,74911
2019,Female,45-64,"Some college, no degree",Utah,86099
2019,Female,45-64,Associate's degree,Utah,33934
2019,Female,45-64,Bachelor's degree,Utah,65028
2019,Female,45-64,Graduate or professional degree,Utah,32970
2019,Female,65 and older,Less than 9th grade,Utah,6180
2019,Female,65 and older,"9th to 12th grade, no diploma",Utah,8272
2019,Female,65 and older,High school graduate (includes equivalency),Utah,58337
2019,Female,65 and older,"Some college, no degree",Utah,56713
2019,Female,65 and older,Associate's degree,Utah,16107
2019,Female,65 and older,Bachelor's degree,Utah,33095
2019,Female,65 and older,Graduate or professional degree,Utah,15688
2021,Male,18-24,Less than 9th grade,Utah,1907
2021,Male,18-24,"9th to 12th grade, no diploma",Utah,23888
2021,Male,18-24,High school graduate (includes equivalency),Utah,75313
2021,Male,18-24,"Some college, no degree",Utah,73134
2021,Male,18-24,Associate's degree,Utah,11816
2021,Male,18-24,Bachelor's degree,Utah,8205
2021,Male,18-24,Graduate or professional degree,Utah,581
2021,Male,25-34,Less than 9th grade,Utah,2730
2021,Male,25-34,"9th to 12th grade, no diploma",Utah,9800
2021,Male,25-34,High school graduate (includes equivalency),Utah,59695
2021,Male,25-34,"Some college, no degree",Utah,63772
2021,Male,25-34,Associate's degree,Utah,24805
2021,Male,25-34,Bachelor's degree,Utah,65319
2021,Male,25-34,Graduate or professional degree,Utah,22112
2021,Male,35-44,Less than 9th grade,Utah,6947
2021,Male,35-44,"9th to 12th grade, no diploma",Utah,11547
2021,Male,35-44,High school graduate (includes equivalency),Utah,52628
2021,Male,35-44,"Some college, no degree",Utah,49681
2021,Male,35-44,Associate's degree,Utah,19389
2021,Male,35-44,Bachelor's degree,Utah,60957
2021,Male,35-44,Graduate or professional degree,Utah,38816
2021,Male,45-64,Less than 9th grade,Utah,13800
2021,Male,45-64,"9th to 12th grade, no diploma",Utah,16908
2021,Male,45-64,High school graduate (includes equivalency),Utah,74855
2021,Male,45-64,"Some college, no degree",Utah,78105
2021,Male,45-64,Associate's degree,Utah,26390
2021,Male,45-64,Bachelor's degree,Utah,74724
2021,Male,45-64,Graduate or professional degree,Utah,53276
2021,Male,65 and older,Less than 9th grade,Utah,5197
2021,Male,65 and older,"9th to 12th grade, no diploma",Utah,7512
2021,Male,65 and older,High school graduate (includes equivalency),Utah,34903
2021,Male,65 and older,"Some college, no degree",Utah,44214
2021,Male,65 and older,Associate's degree,Utah,14865
2021,Male,65 and older,Bachelor's degree,Utah,39948
2021,Male,65 and older,Graduate or professional degree,Utah,36554
2021,Female,18-24,Less than 9th grade,Utah,1209
2021,Female,18-24,"9th to 12th grade, no diploma",Utah,15975
2021,Female,18-24,High school graduate (includes equivalency),Utah,58704
2021,Female,18-24,"Some college, no degree",Utah,75445
2021,Female,18-24,Associate's degree,Utah,15539
2021,Female,18-24,Bachelor's degree,Utah,18751
2021,Female,18-24,Graduate or professional degree,Utah,1324
2021,Female,25-34,Less than 9th grade,Utah,2377
2021,Female,25-34,"9th to 12th grade, no diploma",Utah,6832
2021,Female,25-34,High school graduate (includes equivalency),Utah,48464
2021,Female,25-34,"Some college, no degree",Utah,58072
2021,Female,25-34,Associate's degree,Utah,23282
2021,Female,25-34,Bachelor's degree,Utah,76829
2021,Female,25-34,Graduate or professional degree,Utah,21707
2021,Female,35-44,Less than 9th grade,Utah,6887
2021,Female,35-44,"9th to 12th grade, no diploma",Utah,7460
2021,Female,35-44,High school graduate (includes equivalency),Utah,46352
2021,Female,35-44,"Some college, no degree",Utah,52056
2021,Female,35-44,Associate's degree,Utah,26284
2021,Female,35-44,Bachelor's degree,Utah,61502
2021,Female,35-44,Graduate or professional degree,Utah,26638
2021,Female,45-64,Less than 9th grade,Utah,9664
2021,Female,45-64,"9th to 12th grade, no diploma",Utah,13335
2021,Female,45-64,High school graduate (includes equivalency),Utah,71805
2021,Female,45-64,"Some college, no degree",Utah,91072
2021,Female,45-64,Associate's degree,Utah,39143
2021,Female,45-64,Bachelor's degree,Utah,68501
2021,Female,45-64,Graduate or professional degree,Utah,38089
2021,Female,65 and older,Less than 9th grade,Utah,6643
2021,Female,65 and older,"9th to 12th grade, no diploma",Utah,9609
2021,Female,65 and older,High school graduate (includes equivalency),Utah,56308
2021,Female,65 and older,"Some college, no degree",Utah,60204
2021,Female,65 and older,Associate's degree,Utah,17038
2021,Female,65 and older,Bachelor's degree,Utah,37102
2021,Female,65 and older,Graduate or professional degree,Utah,18023
2022,Male,18-24,Less than 9th grade,Utah,2939
2022,Male,18-24,"9th to 12th grade, no diploma",Utah,23012
2022,Male,18-24,High school graduate (includes equivalency),Utah,83772
2022,Male,18-24,"Some college, no degree",Utah,74196
2022,Male,18-24,Associate's degree,Utah,14517
2022,Male,18-24,Bachelor's degree,Utah,9838
2022,Male,18-24,Graduate or professional degree,Utah,693
2022,Male,25-34,Less than 9th grade,Utah,4797
2022,Male,25-34,"9th to 12th grade, no diploma",Utah,10525
2022,Male,25-34,High school graduate (includes equivalency),Utah,65193
2022,Male,25-34,"Some college, no degree",Utah,59008
2022,Male,25-34,Associate's degree,Utah,23216
2022,Male,25-34,Bachelor's degree,Utah,69166
2022,Male,25-34,Graduate or professional degree,Utah,23033
2022,Male,35-44,Less than 9th grade,Utah,6798
2022,Male,35-44,"9th to 12th grade, no diploma",Utah,12496
2022,Male,35-44,High school graduate (includes equivalency),Utah,54038
2022,Male,35-44,"Some college, no degree",Utah,42795
2022,Male,35-44,Associate's degree,Utah,19531
2022,Male,35-44,Bachelor's degree,Utah,56384
2022,Male,35-44,Graduate or professional degree,Utah,43225
2022,Male,45-64,Less than 9th grade,Utah,15566
2022,Male,45-64,"9th to 12th grade, no diploma",Utah,17698
2022,Male,45-64,High school graduate (includes equivalency),Utah,77639
2022,Male,45-64,"Some college, no degree",Utah,70474
2022,Male,45-64,Associate's degree,Utah,30972
2022,Male,45-64,Bachelor's degree,Utah,76806
2022,Male,45-64,Graduate or professional degree,Utah,57877
2022,Male,65 and older,Less than 9th grade,Utah,5690
2022,Male,65 and older,"9th to 12th grade, no diploma",Utah,6153
2022,Male,65 and older,High school graduate (includes equivalency),Utah,34574
2022,Male,65 and older,"Some college, no degree",Utah,48683
2022,Male,65 and older,Associate's degree,Utah,16667
2022,Male,65 and older,Bachelor's degree,Utah,42191
2022,Male,65 and older,Graduate or professional degree,Utah,36005
2022,Female,18-24,Less than 9th grade,Utah,1929
2022,Female,18-24,"9th to 12th grade, no diploma",Utah,15178
2022,Female,18-24,High school graduate (includes equivalency),Utah,61805
2022,Female,18-24,"Some college, no degree",Utah,75299
2022,Female,18-24,Associate's degree,Utah,21113
2022,Female,18-24,Bachelor's degree,Utah,20596
2022,Female,18-24,Graduate or professional degree,Utah,2408
2022,Female,25-34,Less than 9th grade,Utah,3393
2022,Female,25-34,"9th to 12th grade, no diploma",Utah,7361
2022,Female,25-34,High school graduate (includes equivalency),Utah,49271
2022,Female,25-34,"Some college, no degree",Utah,56938
2022,Female,25-34,Associate's degree,Utah,24945
2022,Female,25-34,Bachelor's degree,Utah,75363
2022,Female,25-34,Graduate or professional degree,Utah,22567
2022,Female,35-44,Less than 9th grade,Utah,6168
2022,Female,35-44,"9th to 12th grade, no diploma",Utah,6759
2022,Female,35-44,High school graduate (includes equivalency),Utah,41033
2022,Female,35-44,"Some college, no degree",Utah,47344
2022,Female,35-44,Associate's degree,Utah,29289
2022,Female,35-44,Bachelor's degree,Utah,67791
2022,Female,35-44,Graduate or professional degree,Utah,27566
2022,Female,45-64,Less than 9th grade,Utah,12926
2022,Female,45-64,"9th to 12th grade, no diploma",Utah,12211
2022,Female,45-64,High school graduate (includes equivalency),Utah,70712
2022,Female,45-64,"Some college, no degree",Utah,83751
2022,Female,45-64,Associate's degree,Utah,40898
2022,Female,45-64,Bachelor's degree,Utah,76435
2022,Female,45-64,Graduate or professional degree,Utah,39255
2022,Female,65 and older,Less than 9th grade,Utah,5794
2022,Female,65 and older,"9th to 12th grade, no diploma",Utah,8300
2022,Female,65 and older,High school graduate (includes equivalency),Utah,56998
2022,Female,65 and older,"Some college, no degree",Utah,63235
2022,Female,65 and older,Associate's degree,Utah,18024
2022,Female,65 and older,Bachelor's degree,Utah,41079
2022,Female,65 and older,Graduate or professional degree,Utah,20306
2023,Male,18-24,Less than 9th grade,Utah,3009
2023,Male,18-24,"9th to 12th grade, no diploma",Utah,22538
2023,Male,18-24,High school graduate (includes equivalency),Utah,77248
2023,Male,18-24,"Some college, no degree",Utah,77504
2023,Male,18-24,Associate's degree,Utah,11033
2023,Male,18-24,Bachelor's degree,Utah,10311
2023,Male,18-24,Graduate or professional degree,Utah,877
2023,Male,25-34,Less than 9th grade,Utah,6110
2023,Male,25-34,"9th to 12th grade, no diploma",Utah,10040
2023,Male,25-34,High school graduate (includes equivalency),Utah,67295
2023,Male,25-34,"Some college, no degree",Utah,58868
2023,Male,25-34,Associate's degree,Utah,24931
2023,Male,25-34,Bachelor's degree,Utah,69231
2023,Male,25-34,Graduate or professional degree,Utah,25511
2023,Male,35-44,Less than 9th grade,Utah,8222
2023,Male,35-44,"9th to 12th grade, no diploma",Utah,11710
2023,Male,35-44,High school graduate (includes equivalency),Utah,53179
2023,Male,35-44,"Some college, no degree",Utah,46435
2023,Male,35-44,Associate's degree,Utah,18988
2023,Male,35-44,Bachelor's degree,Utah,60480
2023,Male,35-44,Graduate or professional degree,Utah,39824
2023,Male,45-64,Less than 9th grade,Utah,14450
2023,Male,45-64,"9th to 12th grade, no diploma",Utah,17149
2023,Male,45-64,High school graduate (includes equivalency),Utah,76606
2023,Male,45-64,"Some college, no degree",Utah,71559
2023,Male,45-64,Associate's degree,Utah,31428
2023,Male,45-64,Bachelor's degree,Utah,77990
2023,Male,45-64,Graduate or professional degree,Utah,61499
2023,Male,65 and older,Less than 9th grade,Utah,4835
2023,Male,65 and older,"9th to 12th grade, no diploma",Utah,6744
2023,Male,65 and older,High school graduate (includes equivalency),Utah,38438
2023,Male,65 and older,"Some college, no degree",Utah,50030
2023,Male,65 and older,Associate's degree,Utah,15898
2023,Male,65 and older,Bachelor's degree,Utah,42250
2023,Male,65 and older,Graduate or professional degree,Utah,38753
2023,Female,18-24,Less than 9th grade,Utah,3516
2023,Female,18-24,"9th to 12th grade, no diploma",Utah,15718
2023,Female,18-24,High school graduate (includes equivalency),Utah,59860
2023,Female,18-24,"Some college, no degree",Utah,75088
2023,Female,18-24,Associate's degree,Utah,17704
2023,Female,18-24,Bachelor's degree,Utah,22568
2023,Female,18-24,Graduate or professional degree,Utah,1836
2023,Female,25-34,Less than 9th grade,Utah,3425
2023,Female,25-34,"9th to 12th grade, no diploma",Utah,5856
2023,Female,25-34,High school graduate (includes equivalency),Utah,49466
2023,Female,25-34,"Some college, no degree",Utah,55758
2023,Female,25-34,Associate's degree,Utah,25087
2023,Female,25-34,Bachelor's degree,Utah,81107
2023,Female,25-34,Graduate or professional degree,Utah,23905
2023,Female,35-44,Less than 9th grade,Utah,6225
2023,Female,35-44,"9th to 12th grade, no diploma",Utah,7316
2023,Female,35-44,High school graduate (includes equivalency),Utah,44611
2023,Female,35-44,"Some college, no degree",Utah,45772
2023,Female,35-44,Associate's degree,Utah,25428
2023,Female,35-44,Bachelor's degree,Utah,65967
2023,Female,35-44,Graduate or professional degree,Utah,34037
2023,Female,45-64,Less than 9th grade,Utah,11422
2023,Female,45-64,"9th to 12th grade, no diploma",Utah,14242
2023,Female,45-64,High school graduate (includes equivalency),Utah,74062
2023,Female,45-64,"Some college, no degree",Utah,85978
2023,Female,45-64,Associate's degree,Utah,40565
2023,Female,45-64,Bachelor's degree,Utah,76485
2023,Female,45-64,Graduate or professional degree,Utah,41051
2023,Female,65 and older,Less than 9th grade,Utah,6697
2023,Female,65 and older,"9th to 12th grade, no diploma",Utah,9776
2023,Female,65 and older,High school graduate (includes equivalency),Utah,58303
2023,Female,65 and older,"Some college, no degree",Utah,62573
2023,Female,65 and older,Associate's degree,Utah,19166
2023,Female,65 and older,Bachelor's degree,Utah,40055
2023,Female,65 and older,Graduate or professional degree,Utah,22231
2018,Male,18-24,Less than 9th grade,Vermont,455
2018,Male,18-24,"9th to 12th grade, no diploma",Vermont,2835
2018,Male,18-24,High school graduate (includes equivalency),Vermont,13243
2018,Male,18-24,"Some college, no degree",Vermont,12249
2018,Male,18-24,Associate's degree,Vermont,1110
2018,Male,18-24,Bachelor's degree,Vermont,3565
2018,Male,18-24,Graduate or professional degree,Vermont,296
2018,Male,25-34,Less than 9th grade,Vermont,575
2018,Male,25-34,"9th to 12th grade, no diploma",Vermont,1359
2018,Male,25-34,High school graduate (includes equivalency),Vermont,10955
2018,Male,25-34,"Some college, no degree",Vermont,7325
2018,Male,25-34,Associate's degree,Vermont,2293
2018,Male,25-34,Bachelor's degree,Vermont,12309
2018,Male,25-34,Graduate or professional degree,Vermont,2631
2018,Male,35-44,Less than 9th grade,Vermont,151
2018,Male,35-44,"9th to 12th grade, no diploma",Vermont,2261
2018,Male,35-44,High school graduate (includes equivalency),Vermont,9154
2018,Male,35-44,"Some college, no degree",Vermont,6919
2018,Male,35-44,Associate's degree,Vermont,3128
2018,Male,35-44,Bachelor's degree,Vermont,8019
2018,Male,35-44,Graduate or professional degree,Vermont,4853
2018,Male,45-64,Less than 9th grade,Vermont,1404
2018,Male,45-64,"9th to 12th grade, no diploma",Vermont,5556
2018,Male,45-64,High school graduate (includes equivalency),Vermont,29086
2018,Male,45-64,"Some college, no degree",Vermont,14444
2018,Male,45-64,Associate's degree,Vermont,7522
2018,Male,45-64,Bachelor's degree,Vermont,17239
2018,Male,45-64,Graduate or professional degree,Vermont,11465
2018,Male,65 and older,Less than 9th grade,Vermont,3129
2018,Male,65 and older,"9th to 12th grade, no diploma",Vermont,3046
2018,Male,65 and older,High school graduate (includes equivalency),Vermont,17749
2018,Male,65 and older,"Some college, no degree",Vermont,9133
2018,Male,65 and older,Associate's degree,Vermont,3423
2018,Male,65 and older,Bachelor's degree,Vermont,9928
2018,Male,65 and older,Graduate or professional degree,Vermont,10368
2018,Female,18-24,Less than 9th grade,Vermont,64
2018,Female,18-24,"9th to 12th grade, no diploma",Vermont,1633
2018,Female,18-24,High school graduate (includes equivalency),Vermont,9325
2018,Female,18-24,"Some college, no degree",Vermont,14631
2018,Female,18-24,Associate's degree,Vermont,641
2018,Female,18-24,Bachelor's degree,Vermont,4700
2018,Female,18-24,Graduate or professional degree,Vermont,201
2018,Female,25-34,Less than 9th grade,Vermont,173
2018,Female,25-34,"9th to 12th grade, no diploma",Vermont,466
2018,Female,25-34,High school graduate (includes equivalency),Vermont,6223
2018,Female,25-34,"Some college, no degree",Vermont,8555
2018,Female,25-34,Associate's degree,Vermont,2560
2018,Female,25-34,Bachelor's degree,Vermont,13232
2018,Female,25-34,Graduate or professional degree,Vermont,6402
2018,Female,35-44,Less than 9th grade,Vermont,162
2018,Female,35-44,"9th to 12th grade, no diploma",Vermont,1324
2018,Female,35-44,High school graduate (includes equivalency),Vermont,7287
2018,Female,35-44,"Some college, no degree",Vermont,6299
2018,Female,35-44,Associate's degree,Vermont,3357
2018,Female,35-44,Bachelor's degree,Vermont,10584
2018,Female,35-44,Graduate or professional degree,Vermont,6615
2018,Female,45-64,Less than 9th grade,Vermont,877
2018,Female,45-64,"9th to 12th grade, no diploma",Vermont,2921
2018,Female,45-64,High school graduate (includes equivalency),Vermont,25909
2018,Female,45-64,"Some college, no degree",Vermont,14184
2018,Female,45-64,Associate's degree,Vermont,10578
2018,Female,45-64,Bachelor's degree,Vermont,19507
2018,Female,45-64,Graduate or professional degree,Vermont,16086
2018,Female,65 and older,Less than 9th grade,Vermont,1815
2018,Female,65 and older,"9th to 12th grade, no diploma",Vermont,3684
2018,Female,65 and older,High school graduate (includes equivalency),Vermont,20986
2018,Female,65 and older,"Some college, no degree",Vermont,11991
