"Year","Category","State","Value"
"2019","Nonfamily_households_median_income_(dollars)","South Carolina",33610
"2019","Nonfamily_households_mean_income_(dollars)","South Carolina",48320
"2021","Total_Households","South Carolina",2049972
"2021","Percent_Households_Less_10000","South Carolina",7.1
"2021","Total_Households_Less_10000","South Carolina",145548.012
"2021","Percent_Households_10000_14999","South Carolina",4.5
"2021","Total_Households_10000_14999","South Carolina",92248.74
"2021","Percent_Households_15000_24999","South Carolina",8.9
"2021","Total_Households_15000_24999","South Carolina",182447.508
"2021","Percent_Households_25000_34999","South Carolina",8.9
"2021","Total_Households_25000_34999","South Carolina",182447.508
"2021","Percent_Households_35000_49999","South Carolina",13.2
"2021","Total_Households_35000_49999","South Carolina",270596.304
"2021","Percent_Households_50000_74999","South Carolina",18.3
"2021","Total_Households_50000_74999","South Carolina",375144.876
"2021","Percent_Households_75000_99999","South Carolina",12.5
"2021","Total_Households_75000_99999","South Carolina",256246.5
"2021","Percent_Households_100000_149999","South Carolina",14.6
"2021","Total_Households_100000_149999","South Carolina",299295.912
"2021","Percent_Households_150000_199999","South Carolina",6
"2021","Total_Households_150000_199999","South Carolina",122998.32
"2021","Percent_Households_200000_or_more","South Carolina",6
"2021","Total_Households_200000_or_more","South Carolina",122998.32
"2021","Households_median_income_(dollars)","South Carolina",59318
"2021","Household_mean_income_(dollars)","South Carolina",81580
"2021","Total_Families","South Carolina",1337289
"2021","Percent_Families_Less_10000","South Carolina",4.6
"2021","Total_Families_Less_10000","South Carolina",61515.294
"2021","Percent_Families_10000_14999","South Carolina",2.5
"2021","Total_Families_10000_14999","South Carolina",33432.225
"2021","Percent_Families_15000_24999","South Carolina",5.8
"2021","Total_Families_15000_24999","South Carolina",77562.762
"2021","Percent_Families_25000_34999","South Carolina",7.6
"2021","Total_Families_25000_34999","South Carolina",101633.964
"2021","Percent_Families_35000_49999","South Carolina",11.8
"2021","Total_Families_35000_49999","South Carolina",157800.102
"2021","Percent_Families_50000_74999","South Carolina",18.3
"2021","Total_Families_50000_74999","South Carolina",244723.887
"2021","Percent_Families_75000_99999","South Carolina",14.6
"2021","Total_Families_75000_99999","South Carolina",195244.194
"2021","Percent_Families_100000_149999","South Carolina",18.8
"2021","Total_Families_100000_149999","South Carolina",251410.332
"2021","Percent_Families_150000_199999","South Carolina",8.1
"2021","Total_Families_150000_199999","South Carolina",108320.409
"2021","Percent_Families_200000_or_more","South Carolina",7.9
"2021","Total_Families_200000_or_more","South Carolina",105645.831
"2021","Families_median_income_(dollars)","South Carolina",73901
"2021","Families_mean_income_(dollars)","South Carolina",96209
"2021","Total_Married-couple-families","South Carolina",964209
"2021","Percent_Married-couple-families_Less_10000","South Carolina",1.7
"2021","Total_Married-couple-families_Less_10000","South Carolina",16391.553
"2021","Percent_Married-couple-families_10000_14999","South Carolina",1.3
"2021","Total_Married-couple-families_10000_14999","South Carolina",12534.717
"2021","Percent_Married-couple-families_15000_24999","South Carolina",3.5
"2021","Total_Married-couple-families_15000_24999","South Carolina",33747.315
"2021","Percent_Married-couple-families_25000_34999","South Carolina",5.4
"2021","Total_Married-couple-families_25000_34999","South Carolina",52067.286
"2021","Percent_Married-couple-families_35000_49999","South Carolina",9.8
"2021","Total_Married-couple-families_35000_49999","South Carolina",94492.482
"2021","Percent_Married-couple-families_50000_74999","South Carolina",18.3
"2021","Total_Married-couple-families_50000_74999","South Carolina",176450.247
"2021","Percent_Married-couple-families_75000_99999","South Carolina",16.3
"2021","Total_Married-couple-families_75000_99999","South Carolina",157166.067
"2021","Percent_Married-couple-families_100000_149999","South Carolina",23
"2021","Total_Married-couple-families_100000_149999","South Carolina",221768.07
"2021","Percent_Married-couple-families_150000_199999","South Carolina",10.3
"2021","Total_Married-couple-families_150000_199999","South Carolina",99313.527
"2021","Percent_Married-couple-families_200000_or_more","South Carolina",10.4
"2021","Total_Married-couple-families_200000_or_more","South Carolina",100277.736
"2021","Married-couple-families_median_income_(dollars)","South Carolina",90012
"2021","Married-couple-families_mean_income_(dollars)","South Carolina",113027
"2021","Total_Nonfamily_households","South Carolina",712683
"2021","Percent_Nonfamily_households_Less_10000","South Carolina",12.8
"2021","Total_Nonfamily_households_Less_10000","South Carolina",91223.424
"2021","Percent_Nonfamily_households_10000_14999","South Carolina",8.5
"2021","Total_Nonfamily_households_10000_14999","South Carolina",60578.055
"2021","Percent_Nonfamily_households_15000_24999","South Carolina",15.3
"2021","Total_Nonfamily_households_15000_24999","South Carolina",109040.499
"2021","Percent_Nonfamily_households_25000_34999","South Carolina",12.1
"2021","Total_Nonfamily_households_25000_34999","South Carolina",86234.643
"2021","Percent_Nonfamily_households_35000_49999","South Carolina",16
"2021","Total_Nonfamily_households_35000_49999","South Carolina",114029.28
"2021","Percent_Nonfamily_households_50000_74999","South Carolina",17.9
"2021","Total_Nonfamily_households_50000_74999","South Carolina",127570.257
"2021","Percent_Nonfamily_households_75000_99999","South Carolina",7.6
"2021","Total_Nonfamily_households_75000_99999","South Carolina",54163.908
"2021","Percent_Nonfamily_households_100000_149999","South Carolina",5.8
"2021","Total_Nonfamily_households_100000_149999","South Carolina",41335.614
"2021","Percent_Nonfamily_households_150000_199999","South Carolina",1.9
"2021","Total_Nonfamily_households_150000_199999","South Carolina",13540.977
"2021","Percent_Nonfamily_households_200000_or_more","South Carolina",2
"2021","Total_Nonfamily_households_200000_or_more","South Carolina",14253.66
"2021","Nonfamily_households_median_income_(dollars)","South Carolina",35847
"2021","Nonfamily_households_mean_income_(dollars)","South Carolina",50546
"2022","Total_Households","South Carolina",2136080
"2022","Percent_Households_Less_10000","South Carolina",6.1
"2022","Total_Households_Less_10000","South Carolina",130300.88
"2022","Percent_Households_10000_14999","South Carolina",4.2
"2022","Total_Households_10000_14999","South Carolina",89715.36
"2022","Percent_Households_15000_24999","South Carolina",7.8
"2022","Total_Households_15000_24999","South Carolina",166614.24
"2022","Percent_Households_25000_34999","South Carolina",8.8
"2022","Total_Households_25000_34999","South Carolina",187975.04
"2022","Percent_Households_35000_49999","South Carolina",12.6
"2022","Total_Households_35000_49999","South Carolina",269146.08
"2022","Percent_Households_50000_74999","South Carolina",17.4
"2022","Total_Households_50000_74999","South Carolina",371677.92
"2022","Percent_Households_75000_99999","South Carolina",13.5
"2022","Total_Households_75000_99999","South Carolina",288370.8
"2022","Percent_Households_100000_149999","South Carolina",15.6
"2022","Total_Households_100000_149999","South Carolina",333228.48
"2022","Percent_Households_150000_199999","South Carolina",6.6
"2022","Total_Households_150000_199999","South Carolina",140981.28
"2022","Percent_Households_200000_or_more","South Carolina",7.5
"2022","Total_Households_200000_or_more","South Carolina",160206
"2022","Households_median_income_(dollars)","South Carolina",64115
"2022","Household_mean_income_(dollars)","South Carolina",88704
"2022","Total_Families","South Carolina",1398412
"2022","Percent_Families_Less_10000","South Carolina",3.7
"2022","Total_Families_Less_10000","South Carolina",51741.244
"2022","Percent_Families_10000_14999","South Carolina",2.2
"2022","Total_Families_10000_14999","South Carolina",30765.064
"2022","Percent_Families_15000_24999","South Carolina",5.3
"2022","Total_Families_15000_24999","South Carolina",74115.836
"2022","Percent_Families_25000_34999","South Carolina",7
"2022","Total_Families_25000_34999","South Carolina",97888.84
"2022","Percent_Families_35000_49999","South Carolina",11.2
"2022","Total_Families_35000_49999","South Carolina",156622.144
"2022","Percent_Families_50000_74999","South Carolina",17
"2022","Total_Families_50000_74999","South Carolina",237730.04
"2022","Percent_Families_75000_99999","South Carolina",15.4
"2022","Total_Families_75000_99999","South Carolina",215355.448
"2022","Percent_Families_100000_149999","South Carolina",19.5
"2022","Total_Families_100000_149999","South Carolina",272690.34
"2022","Percent_Families_150000_199999","South Carolina",8.8
"2022","Total_Families_150000_199999","South Carolina",123060.256
"2022","Percent_Families_200000_or_more","South Carolina",10.1
"2022","Total_Families_200000_or_more","South Carolina",141239.612
"2022","Families_median_income_(dollars)","South Carolina",79886
"2022","Families_mean_income_(dollars)","South Carolina",105495
"2022","Total_Married-couple-families","South Carolina",1018293
"2022","Percent_Married-couple-families_Less_10000","South Carolina",1.4
"2022","Total_Married-couple-families_Less_10000","South Carolina",14256.102
"2022","Percent_Married-couple-families_10000_14999","South Carolina",1
"2022","Total_Married-couple-families_10000_14999","South Carolina",10182.93
"2022","Percent_Married-couple-families_15000_24999","South Carolina",3.1
"2022","Total_Married-couple-families_15000_24999","South Carolina",31567.083
"2022","Percent_Married-couple-families_25000_34999","South Carolina",4.9
"2022","Total_Married-couple-families_25000_34999","South Carolina",49896.357
"2022","Percent_Married-couple-families_35000_49999","South Carolina",8.7
"2022","Total_Married-couple-families_35000_49999","South Carolina",88591.491
"2022","Percent_Married-couple-families_50000_74999","South Carolina",16.6
"2022","Total_Married-couple-families_50000_74999","South Carolina",169036.638
"2022","Percent_Married-couple-families_75000_99999","South Carolina",16.6
"2022","Total_Married-couple-families_75000_99999","South Carolina",169036.638
"2022","Percent_Married-couple-families_100000_149999","South Carolina",23.5
"2022","Total_Married-couple-families_100000_149999","South Carolina",239298.855
"2022","Percent_Married-couple-families_150000_199999","South Carolina",11.1
"2022","Total_Married-couple-families_150000_199999","South Carolina",113030.523
"2022","Percent_Married-couple-families_200000_or_more","South Carolina",13.1
"2022","Total_Married-couple-families_200000_or_more","South Carolina",133396.383
"2022","Married-couple-families_median_income_(dollars)","South Carolina",96419
"2022","Married-couple-families_mean_income_(dollars)","South Carolina",123598
"2022","Total_Nonfamily_households","South Carolina",737668
"2022","Percent_Nonfamily_households_Less_10000","South Carolina",11.7
"2022","Total_Nonfamily_households_Less_10000","South Carolina",86307.156
"2022","Percent_Nonfamily_households_10000_14999","South Carolina",8.5
"2022","Total_Nonfamily_households_10000_14999","South Carolina",62701.78
"2022","Percent_Nonfamily_households_15000_24999","South Carolina",13.1
"2022","Total_Nonfamily_households_15000_24999","South Carolina",96634.508
"2022","Percent_Nonfamily_households_25000_34999","South Carolina",12.5
"2022","Total_Nonfamily_households_25000_34999","South Carolina",92208.5
"2022","Percent_Nonfamily_households_35000_49999","South Carolina",15.6
"2022","Total_Nonfamily_households_35000_49999","South Carolina",115076.208
"2022","Percent_Nonfamily_households_50000_74999","South Carolina",17.7
"2022","Total_Nonfamily_households_50000_74999","South Carolina",130567.236
"2022","Percent_Nonfamily_households_75000_99999","South Carolina",9.2
"2022","Total_Nonfamily_households_75000_99999","South Carolina",67865.456
"2022","Percent_Nonfamily_households_100000_149999","South Carolina",7.3
"2022","Total_Nonfamily_households_100000_149999","South Carolina",53849.764
"2022","Percent_Nonfamily_households_150000_199999","South Carolina",2.1
"2022","Total_Nonfamily_households_150000_199999","South Carolina",15491.028
"2022","Percent_Nonfamily_households_200000_or_more","South Carolina",2.3
"2022","Total_Nonfamily_households_200000_or_more","South Carolina",16966.364
"2022","Nonfamily_households_median_income_(dollars)","South Carolina",38426
"2022","Nonfamily_households_mean_income_(dollars)","South Carolina",53647
"2023","Total_Households","South Carolina",2177733
"2023","Percent_Households_Less_10000","South Carolina",6.1
"2023","Total_Households_Less_10000","South Carolina",132841.713
"2023","Percent_Households_10000_14999","South Carolina",3.9
"2023","Total_Households_10000_14999","South Carolina",84931.587
"2023","Percent_Households_15000_24999","South Carolina",7.2
"2023","Total_Households_15000_24999","South Carolina",156796.776
"2023","Percent_Households_25000_34999","South Carolina",7.9
"2023","Total_Households_25000_34999","South Carolina",172040.907
"2023","Percent_Households_35000_49999","South Carolina",11.6
"2023","Total_Households_35000_49999","South Carolina",252617.028
"2023","Percent_Households_50000_74999","South Carolina",17.9
"2023","Total_Households_50000_74999","South Carolina",389814.207
"2023","Percent_Households_75000_99999","South Carolina",13.1
"2023","Total_Households_75000_99999","South Carolina",285283.023
"2023","Percent_Households_100000_149999","South Carolina",16.8
"2023","Total_Households_100000_149999","South Carolina",365859.144
"2023","Percent_Households_150000_199999","South Carolina",7.2
"2023","Total_Households_150000_199999","South Carolina",156796.776
"2023","Percent_Households_200000_or_more","South Carolina",8.1
"2023","Total_Households_200000_or_more","South Carolina",176396.373
"2023","Households_median_income_(dollars)","South Carolina",67804
"2023","Household_mean_income_(dollars)","South Carolina",92578
"2023","Total_Families","South Carolina",1422966
"2023","Percent_Families_Less_10000","South Carolina",3.9
"2023","Total_Families_Less_10000","South Carolina",55495.674
"2023","Percent_Families_10000_14999","South Carolina",1.9
"2023","Total_Families_10000_14999","South Carolina",27036.354
"2023","Percent_Families_15000_24999","South Carolina",4.8
"2023","Total_Families_15000_24999","South Carolina",68302.368
"2023","Percent_Families_25000_34999","South Carolina",6.3
"2023","Total_Families_25000_34999","South Carolina",89646.858
"2023","Percent_Families_35000_49999","South Carolina",10
"2023","Total_Families_35000_49999","South Carolina",142296.6
"2023","Percent_Families_50000_74999","South Carolina",17.8
"2023","Total_Families_50000_74999","South Carolina",253287.948
"2023","Percent_Families_75000_99999","South Carolina",14.4
"2023","Total_Families_75000_99999","South Carolina",204907.104
"2023","Percent_Families_100000_149999","South Carolina",20.7
"2023","Total_Families_100000_149999","South Carolina",294553.962
"2023","Percent_Families_150000_199999","South Carolina",9.5
"2023","Total_Families_150000_199999","South Carolina",135181.77
"2023","Percent_Families_200000_or_more","South Carolina",10.8
"2023","Total_Families_200000_or_more","South Carolina",153680.328
"2023","Families_median_income_(dollars)","South Carolina",83747
"2023","Families_mean_income_(dollars)","South Carolina",109676
"2023","Total_Married-couple-families","South Carolina",1036532
"2023","Percent_Married-couple-families_Less_10000","South Carolina",1.5
"2023","Total_Married-couple-families_Less_10000","South Carolina",15547.98
"2023","Percent_Married-couple-families_10000_14999","South Carolina",0.9
"2023","Total_Married-couple-families_10000_14999","South Carolina",9328.788
"2023","Percent_Married-couple-families_15000_24999","South Carolina",2.5
"2023","Total_Married-couple-families_15000_24999","South Carolina",25913.3
"2023","Percent_Married-couple-families_25000_34999","South Carolina",4.5
"2023","Total_Married-couple-families_25000_34999","South Carolina",46643.94
"2023","Percent_Married-couple-families_35000_49999","South Carolina",7.4
"2023","Total_Married-couple-families_35000_49999","South Carolina",76703.368
"2023","Percent_Married-couple-families_50000_74999","South Carolina",16.3
"2023","Total_Married-couple-families_50000_74999","South Carolina",168954.716
"2023","Percent_Married-couple-families_75000_99999","South Carolina",15.7
"2023","Total_Married-couple-families_75000_99999","South Carolina",162735.524
"2023","Percent_Married-couple-families_100000_149999","South Carolina",24.9
"2023","Total_Married-couple-families_100000_149999","South Carolina",258096.468
"2023","Percent_Married-couple-families_150000_199999","South Carolina",12
"2023","Total_Married-couple-families_150000_199999","South Carolina",124383.84
"2023","Percent_Married-couple-families_200000_or_more","South Carolina",14.2
"2023","Total_Married-couple-families_200000_or_more","South Carolina",147187.544
"2023","Married-couple-families_median_income_(dollars)","South Carolina",101770
"2023","Married-couple-families_mean_income_(dollars)","South Carolina",128855
"2023","Total_Nonfamily_households","South Carolina",754767
"2023","Percent_Nonfamily_households_Less_10000","South Carolina",11.5
"2023","Total_Nonfamily_households_Less_10000","South Carolina",86798.205
"2023","Percent_Nonfamily_households_10000_14999","South Carolina",7.8
"2023","Total_Nonfamily_households_10000_14999","South Carolina",58871.826
"2023","Percent_Nonfamily_households_15000_24999","South Carolina",12.3
"2023","Total_Nonfamily_households_15000_24999","South Carolina",92836.341
"2023","Percent_Nonfamily_households_25000_34999","South Carolina",11.4
"2023","Total_Nonfamily_households_25000_34999","South Carolina",86043.438
"2023","Percent_Nonfamily_households_35000_49999","South Carolina",15.6
"2023","Total_Nonfamily_households_35000_49999","South Carolina",117743.652
"2023","Percent_Nonfamily_households_50000_74999","South Carolina",18.4
"2023","Total_Nonfamily_households_50000_74999","South Carolina",138877.128
"2023","Percent_Nonfamily_households_75000_99999","South Carolina",9.6
"2023","Total_Nonfamily_households_75000_99999","South Carolina",72457.632
"2023","Percent_Nonfamily_households_100000_149999","South Carolina",8.3
"2023","Total_Nonfamily_households_100000_149999","South Carolina",62645.661
"2023","Percent_Nonfamily_households_150000_199999","South Carolina",2.5
"2023","Total_Nonfamily_households_150000_199999","South Carolina",18869.175
"2023","Percent_Nonfamily_households_200000_or_more","South Carolina",2.7
"2023","Total_Nonfamily_households_200000_or_more","South Carolina",20378.709
"2023","Nonfamily_households_median_income_(dollars)","South Carolina",41014
"2023","Nonfamily_households_mean_income_(dollars)","South Carolina",56369
"2018","Total_Households","South Dakota",345449
"2018","Percent_Households_Less_10000","South Dakota",5.7
"2018","Total_Households_Less_10000","South Dakota",19690.593
"2018","Percent_Households_10000_14999","South Dakota",4.4
"2018","Total_Households_10000_14999","South Dakota",15199.756
"2018","Percent_Households_15000_24999","South Dakota",8.4
"2018","Total_Households_15000_24999","South Dakota",29017.716
"2018","Percent_Households_25000_34999","South Dakota",11
"2018","Total_Households_25000_34999","South Dakota",37999.39
"2018","Percent_Households_35000_49999","South Dakota",15
"2018","Total_Households_35000_49999","South Dakota",51817.35
"2018","Percent_Households_50000_74999","South Dakota",18.9
"2018","Total_Households_50000_74999","South Dakota",65289.861
"2018","Percent_Households_75000_99999","South Dakota",14.8
"2018","Total_Households_75000_99999","South Dakota",51126.452
"2018","Percent_Households_100000_149999","South Dakota",13.7
"2018","Total_Households_100000_149999","South Dakota",47326.513
"2018","Percent_Households_150000_199999","South Dakota",4.3
"2018","Total_Households_150000_199999","South Dakota",14854.307
"2018","Percent_Households_200000_or_more","South Dakota",3.8
"2018","Total_Households_200000_or_more","South Dakota",13127.062
"2018","Households_median_income_(dollars)","South Dakota",56274
"2018","Household_mean_income_(dollars)","South Dakota",74046
"2018","Total_Families","South Dakota",219707
"2018","Percent_Families_Less_10000","South Dakota",3.3
"2018","Total_Families_Less_10000","South Dakota",7250.331
"2018","Percent_Families_10000_14999","South Dakota",2
"2018","Total_Families_10000_14999","South Dakota",4394.14
"2018","Percent_Families_15000_24999","South Dakota",5.3
"2018","Total_Families_15000_24999","South Dakota",11644.471
"2018","Percent_Families_25000_34999","South Dakota",8
"2018","Total_Families_25000_34999","South Dakota",17576.56
"2018","Percent_Families_35000_49999","South Dakota",13
"2018","Total_Families_35000_49999","South Dakota",28561.91
"2018","Percent_Families_50000_74999","South Dakota",20.3
"2018","Total_Families_50000_74999","South Dakota",44600.521
"2018","Percent_Families_75000_99999","South Dakota",18.2
"2018","Total_Families_75000_99999","South Dakota",39986.674
"2018","Percent_Families_100000_149999","South Dakota",18.7
"2018","Total_Families_100000_149999","South Dakota",41085.209
"2018","Percent_Families_150000_199999","South Dakota",6.1
"2018","Total_Families_150000_199999","South Dakota",13402.127
"2018","Percent_Families_200000_or_more","South Dakota",5
"2018","Total_Families_200000_or_more","South Dakota",10985.35
"2018","Families_median_income_(dollars)","South Dakota",72183
"2018","Families_mean_income_(dollars)","South Dakota",90012
"2018","Total_Married-couple-families","South Dakota",171939
"2018","Percent_Married-couple-families_Less_10000","South Dakota",1.1
"2018","Total_Married-couple-families_Less_10000","South Dakota",1891.329
"2018","Percent_Married-couple-families_10000_14999","South Dakota",0.7
"2018","Total_Married-couple-families_10000_14999","South Dakota",1203.573
"2018","Percent_Married-couple-families_15000_24999","South Dakota",3
"2018","Total_Married-couple-families_15000_24999","South Dakota",5158.17
"2018","Percent_Married-couple-families_25000_34999","South Dakota",6
"2018","Total_Married-couple-families_25000_34999","South Dakota",10316.34
"2018","Percent_Married-couple-families_35000_49999","South Dakota",10.6
"2018","Total_Married-couple-families_35000_49999","South Dakota",18225.534
"2018","Percent_Married-couple-families_50000_74999","South Dakota",20.9
"2018","Total_Married-couple-families_50000_74999","South Dakota",35935.251
"2018","Percent_Married-couple-families_75000_99999","South Dakota",21.3
"2018","Total_Married-couple-families_75000_99999","South Dakota",36623.007
"2018","Percent_Married-couple-families_100000_149999","South Dakota",22.7
"2018","Total_Married-couple-families_100000_149999","South Dakota",39030.153
"2018","Percent_Married-couple-families_150000_199999","South Dakota",6
"2018","Total_Married-couple-families_150000_199999","South Dakota",10316.34
"2018","Percent_Married-couple-families_200000_or_more","South Dakota",7.6
"2018","Total_Married-couple-families_200000_or_more","South Dakota",13067.364
"2018","Married-couple-families_median_income_(dollars)","South Dakota",82907
"2018","Married-couple-families_mean_income_(dollars)","South Dakota",102198
"2018","Total_Nonfamily_households","South Dakota",125742
"2018","Percent_Nonfamily_households_Less_10000","South Dakota",10.6
"2018","Total_Nonfamily_households_Less_10000","South Dakota",13328.652
"2018","Percent_Nonfamily_households_10000_14999","South Dakota",9
"2018","Total_Nonfamily_households_10000_14999","South Dakota",11316.78
"2018","Percent_Nonfamily_households_15000_24999","South Dakota",15
"2018","Total_Nonfamily_households_15000_24999","South Dakota",18861.3
"2018","Percent_Nonfamily_households_25000_34999","South Dakota",16.6
"2018","Total_Nonfamily_households_25000_34999","South Dakota",20873.172
"2018","Percent_Nonfamily_households_35000_49999","South Dakota",18.7
"2018","Total_Nonfamily_households_35000_49999","South Dakota",23513.754
"2018","Percent_Nonfamily_households_50000_74999","South Dakota",16
"2018","Total_Nonfamily_households_50000_74999","South Dakota",20118.72
"2018","Percent_Nonfamily_households_75000_99999","South Dakota",8
"2018","Total_Nonfamily_households_75000_99999","South Dakota",10059.36
"2018","Percent_Nonfamily_households_100000_149999","South Dakota",3.9
"2018","Total_Nonfamily_households_100000_149999","South Dakota",4903.938
"2018","Percent_Nonfamily_households_150000_199999","South Dakota",0.9
"2018","Total_Nonfamily_households_150000_199999","South Dakota",1131.678
"2018","Percent_Nonfamily_households_200000_or_more","South Dakota",1.2
"2018","Total_Nonfamily_households_200000_or_more","South Dakota",1508.904
"2018","Nonfamily_households_median_income_(dollars)","South Dakota",33808
"2018","Nonfamily_households_mean_income_(dollars)","South Dakota",43453
"2019","Total_Households","South Dakota",353799
"2019","Percent_Households_Less_10000","South Dakota",4.7
"2019","Total_Households_Less_10000","South Dakota",16628.553
"2019","Percent_Households_10000_14999","South Dakota",4.3
"2019","Total_Households_10000_14999","South Dakota",15213.357
"2019","Percent_Households_15000_24999","South Dakota",9.1
"2019","Total_Households_15000_24999","South Dakota",32195.709
"2019","Percent_Households_25000_34999","South Dakota",9.8
"2019","Total_Households_25000_34999","South Dakota",34672.302
"2019","Percent_Households_35000_49999","South Dakota",12.9
"2019","Total_Households_35000_49999","South Dakota",45640.071
"2019","Percent_Households_50000_74999","South Dakota",20.4
"2019","Total_Households_50000_74999","South Dakota",72174.996
"2019","Percent_Households_75000_99999","South Dakota",13.6
"2019","Total_Households_75000_99999","South Dakota",48116.664
"2019","Percent_Households_100000_149999","South Dakota",15.3
"2019","Total_Households_100000_149999","South Dakota",54131.247
"2019","Percent_Households_150000_199999","South Dakota",5.3
"2019","Total_Households_150000_199999","South Dakota",18751.347
"2019","Percent_Households_200000_or_more","South Dakota",4.5
"2019","Total_Households_200000_or_more","South Dakota",15920.955
"2019","Households_median_income_(dollars)","South Dakota",59533
"2019","Household_mean_income_(dollars)","South Dakota",77650
"2019","Total_Families","South Dakota",223964
"2019","Percent_Families_Less_10000","South Dakota",3.1
"2019","Total_Families_Less_10000","South Dakota",6942.884
"2019","Percent_Families_10000_14999","South Dakota",1.5
"2019","Total_Families_10000_14999","South Dakota",3359.46
"2019","Percent_Families_15000_24999","South Dakota",5.5
"2019","Total_Families_15000_24999","South Dakota",12318.02
"2019","Percent_Families_25000_34999","South Dakota",6.9
"2019","Total_Families_25000_34999","South Dakota",15453.516
"2019","Percent_Families_35000_49999","South Dakota",10.2
"2019","Total_Families_35000_49999","South Dakota",22844.328
"2019","Percent_Families_50000_74999","South Dakota",21.1
"2019","Total_Families_50000_74999","South Dakota",47256.404
"2019","Percent_Families_75000_99999","South Dakota",17.2
"2019","Total_Families_75000_99999","South Dakota",38521.808
"2019","Percent_Families_100000_149999","South Dakota",20.9
"2019","Total_Families_100000_149999","South Dakota",46808.476
"2019","Percent_Families_150000_199999","South Dakota",7.3
"2019","Total_Families_150000_199999","South Dakota",16349.372
"2019","Percent_Families_200000_or_more","South Dakota",6.3
"2019","Total_Families_200000_or_more","South Dakota",14109.732
"2019","Families_median_income_(dollars)","South Dakota",76826
"2019","Families_mean_income_(dollars)","South Dakota",93738
"2019","Total_Married-couple-families","South Dakota",177534
"2019","Percent_Married-couple-families_Less_10000","South Dakota",0.9
"2019","Total_Married-couple-families_Less_10000","South Dakota",1597.806
"2019","Percent_Married-couple-families_10000_14999","South Dakota",0.6
"2019","Total_Married-couple-families_10000_14999","South Dakota",1065.204
"2019","Percent_Married-couple-families_15000_24999","South Dakota",3.1
"2019","Total_Married-couple-families_15000_24999","South Dakota",5503.554
"2019","Percent_Married-couple-families_25000_34999","South Dakota",4.9
"2019","Total_Married-couple-families_25000_34999","South Dakota",8699.166
"2019","Percent_Married-couple-families_35000_49999","South Dakota",8.8
"2019","Total_Married-couple-families_35000_49999","South Dakota",15622.992
"2019","Percent_Married-couple-families_50000_74999","South Dakota",21.2
"2019","Total_Married-couple-families_50000_74999","South Dakota",37637.208
"2019","Percent_Married-couple-families_75000_99999","South Dakota",19.5
"2019","Total_Married-couple-families_75000_99999","South Dakota",34619.13
"2019","Percent_Married-couple-families_100000_149999","South Dakota",24.6
"2019","Total_Married-couple-families_100000_149999","South Dakota",43673.364
"2019","Percent_Married-couple-families_150000_199999","South Dakota",8.8
"2019","Total_Married-couple-families_150000_199999","South Dakota",15622.992
"2019","Percent_Married-couple-families_200000_or_more","South Dakota",7.7
"2019","Total_Married-couple-families_200000_or_more","South Dakota",13670.118
"2019","Married-couple-families_median_income_(dollars)","South Dakota",88715
"2019","Married-couple-families_mean_income_(dollars)","South Dakota",105678
"2019","Total_Nonfamily_households","South Dakota",129835
"2019","Percent_Nonfamily_households_Less_10000","South Dakota",8.4
"2019","Total_Nonfamily_households_Less_10000","South Dakota",10906.14
"2019","Percent_Nonfamily_households_10000_14999","South Dakota",9.3
"2019","Total_Nonfamily_households_10000_14999","South Dakota",12074.655
"2019","Percent_Nonfamily_households_15000_24999","South Dakota",16.5
"2019","Total_Nonfamily_households_15000_24999","South Dakota",21422.775
"2019","Percent_Nonfamily_households_25000_34999","South Dakota",14.9
"2019","Total_Nonfamily_households_25000_34999","South Dakota",19345.415
"2019","Percent_Nonfamily_households_35000_49999","South Dakota",18.1
"2019","Total_Nonfamily_households_35000_49999","South Dakota",23500.135
"2019","Percent_Nonfamily_households_50000_74999","South Dakota",18.9
"2019","Total_Nonfamily_households_50000_74999","South Dakota",24538.815
"2019","Percent_Nonfamily_households_75000_99999","South Dakota",6.6
"2019","Total_Nonfamily_households_75000_99999","South Dakota",8569.11
"2019","Percent_Nonfamily_households_100000_149999","South Dakota",4.4
"2019","Total_Nonfamily_households_100000_149999","South Dakota",5712.74
"2019","Percent_Nonfamily_households_150000_199999","South Dakota",1.6
"2019","Total_Nonfamily_households_150000_199999","South Dakota",2077.36
"2019","Percent_Nonfamily_households_200000_or_more","South Dakota",1.3
"2019","Total_Nonfamily_households_200000_or_more","South Dakota",1687.855
"2019","Nonfamily_households_median_income_(dollars)","South Dakota",35697
"2019","Nonfamily_households_mean_income_(dollars)","South Dakota",47350
"2021","Total_Households","South Dakota",356887
"2021","Percent_Households_Less_10000","South Dakota",4.8
"2021","Total_Households_Less_10000","South Dakota",17130.576
"2021","Percent_Households_10000_14999","South Dakota",3.9
"2021","Total_Households_10000_14999","South Dakota",13918.593
"2021","Percent_Households_15000_24999","South Dakota",7.9
"2021","Total_Households_15000_24999","South Dakota",28194.073
"2021","Percent_Households_25000_34999","South Dakota",8.5
"2021","Total_Households_25000_34999","South Dakota",30335.395
"2021","Percent_Households_35000_49999","South Dakota",12.5
"2021","Total_Households_35000_49999","South Dakota",44610.875
"2021","Percent_Households_50000_74999","South Dakota",19
"2021","Total_Households_50000_74999","South Dakota",67808.53
"2021","Percent_Households_75000_99999","South Dakota",15.3
"2021","Total_Households_75000_99999","South Dakota",54603.711
